Note,Commentaire
"2,0","Un film de Juan Carlos Fresnadillo (2007) qui est donc la suite du film de Danny Boyle de 2002. ''Bruyant et grotesque'' résumait ''Libération'', c'est méchant ! Ce film est un tissu d'incohérences à peine croyables, et en prime on a droit à un jeune garçon dans le pur style tête à claques. Pourtant ça se laisse regarder jusqu'au bout, pourtant c'est mieux que le premier. Mais ça ne marquera pas l'histoire du cinéma."
"3,5","28 jours plus tard ( Danny Boyle, 2003 ) m'avais fort déçu, 28 semaines plus tard ( 2007 ) m'a ravi! Beaucoup moins sombre et avec une photographie beaucoup moins agressive, ce film se laisse regarder beaucoup plus facilement que son prédécesseur. Le scénario est lui aussi plus développé, ce n'est plus qu'une histoire de survie, c'est plus l'histoire d'un renouveau sans zombies qui tourne mal, et l'on entrevoit également la possibilité d'une guérison. Une des chose les plus remarquable de ce film, c'est la scène finale... En quelques secondes et sans paroles, le réalisateur ( Juan Carlos Fresnadillo ) nous annonce la couleur pour le prochain opus, qui devrait être, logiquement, ''28 mois plus tard''. Coté acteurs, on retrouve l'excellent Robert Carlyle ( découvert dans ''Trainspotting'' ( 1996 ), d'un certain... Danny Boyle ), Rose Byrne ( qui joua dans ''Sunshine'' ( 2003 ) de Danny Boyle... comme quoi tout ce tient! ), Harold Perrineau ( Matrix Reloaded/Revolutions ( Andy Wachowski, 2003 ) , Lost: Les disparus,... ), le jeune Mackintosh Muggleton et la très jolie Imogen Poots. Un film brillant à ne pas manquer si vous aimez le genre!"
"4,5","Peut-être moins bon scénaristiquement que le 1er, mais les acteurs sont très bons. Grâce à une très bonne musique intense on ne s'ennuie jamais."
"4,0","Le film en lui même et plutôt bien, j'ai passé un bon moment, reste quand même que certaine scènes non dessus, comme la scène de l'hélicoptère qui fait très film américain, ou le contaminé qui ce téléporte (pas réellement mais alors il ce déplace super vite.. plus vite qu'une voiture...) reste que le film est bien gore et bien fait"
"0,5","Ce film est un véritable navet.Les 3 premières minutes sont bien et après le film se gatte rapidement avec des scènes d'action ou on ne comprend rien tellement c'est mal filmé.Des scènes de violence gratuite mais aucune scène de suspense ni aucun sursaut.Un scénario pas très original avec des personnages pas intriquant et attachant pour un sou.Un film nul,pas original ni impréssionnant juste avec des scènes de violence gratuite mal faite."
"4,0","quel rythme ! on ne s'arrête pas une seconde et ce film réussit l'exploit d'être un bon film d'action , un bon film d'acteurs tout en étant un film de zombies.Le repeuplement de Londres après la contamination et par le biais d'une gentille petite famille, tout bascule.Tous les acteurs sont parfaits, une mention à Rose Byrne dans un rôle hyper sobre mais très crédible."
"4,0","''28 Semaines Plus Tard'' est à ma grande surprise mieux que le premier de Danny Boyle. Avec toujours cette excellente bande originale, ce film se coupe en deux partie : la première partie reconstruction d'une ''ville'' et la deuxième partie invasion ce qui apporte du nouveau par rapport au premier. Les acteurs sont convaincants et les maquillages toujours aussi bien réalisé.Un film de zombies vraiment très bien fait !"
"5,0",Vraiment géniale comme le premier avec toujours cette musique monumentale qu'on entend au début de ce film
"4,5","28 semaines plus tard est un des meilleurs films d'horreur réaliser ces dernières années.Mise en scène par Juan Carlos Fresnadillo, cette suite à 28 jours plus tard ( deja excellent ) s'avère être largement supérieur au premier opus. Les scènes d'actions sont remarquablement filmées et on ne s'ennuie pas une seul seconde devant le film. En tête d'affiche, nous retrouvons un Robert Carlyle absolument époustouflant et qui tient peut-être là son meilleur rôles.La photographie de Enrique Chediak est vraiment magnifique et rend ce film d'apocalypse très attrayant.Certaines scènes sont d'ailleurs assez choquantes, grâce notamment au fantastique maquillages et effets gores qui apparaissent dans ce film.En tout les cas, il s'agit d'un super film d'horreur et que tous les fans se doivent de regarder.18,5/20"
"5,0",Une suite logique au très bon 28 jours plus tard!!! Une bonne action et une histoire qui tient la route!!!
"0,5",Nullissime!!Passez votre chemin ! Pure navet ! Des le debut le film n a pas l air terrible et ca va pas en s arrangeant ! Mal joue en plus
"4,0","''28 semaines plus tard'' est une excellente suite du premier volet ''28 jours plus tard'' . Le film est beaucoup plus centré sur les zombies cette fois-ci, ce qui en fait un film plus basé sur l'action."
"5,0","carnage total au moins aussi bien que le premier, la bande son est merveilleuse rien à dire!qui aurai cru qu'une suite aussi différente du premier en matière d'immersion soit aussi bonne sérieux?A Voir vivement la suite"
"5,0","Suite encore bien meilleure que « 28 jours plus tard », qui nous narre une vision de l’apocalypse avec noirceur et brio. Un film très fort ! Un chef-d'oeuvre d'anticipation et d'épouvante."
"5,0","L'un des meilleurs film de zombie voir le meilleur, grâce aux acteurs parfaits et un scénario excellent. Incontournable."
"2,5","Le film réussit à déranger à ne jamais laisser le spectateur se reposer, toujours en mouvement, le fond du film perd donc en profondeur et tout est attendu, jamais surpris. dommage il suffirait de travailler un peu plus sur les personnages, leur psychologie, pour pouvoir davantage s'y projeter et être encore plus à fond...."
"0,5","Autant le premier volet etait captivant, novateur et palpitant, autant cette suite est plate, ennuyante et prévisible. Sans interet..."
"1,0","Une maladie, des êtres proches de zombies, un film peu palpitant malgré la présence de Robert Carlyle.PLV : film qui se voudrait grand spectacle"
"4,0","Juan Carlos Fresnadillo fait preuve de beaucoup d’intelligence dans l’exploitation de cette énième intrigue basée sur l’épidémie zombique. Son prédécesseur Danny Boyle n’en avait fait preuve d’aucune. Dans « 28 jours après », le Britannique se vautrait dans la description d’un gore sauvage et gratuit. L’espagnol, lui, dans « 28 semaines » laisse filtrer des explications subliminales selon lesquelles l’acharnement sauvage des contaminés serait une forme de vengeance. La cruauté de Don par exemple semble une action de représailles contre celle qui le trahit en le contaminant et ceux qui, en lui désobéissant, ont relancé la catastrophe. On n’attendait pas moins de réussite de celui qui nous fit jadis cadeau de «Intacto»."
"4,0",un film d'horreur intéressant un peu de mort vivant ( c'est pareil) ça fait du bien.
"2,0","Beaucoup moins bien que 28 jours plus tard, le premier volet. Ici, aucun charme, pas d'originalité par rapport à un autre film du même genre.Quelques scènes réussies, mais rien à voir avec la dizaine de scènes cultes du premier film."
"4,0","28 semaines plus tard est un excellent thriller de Juan Carlos Fresnadillo. Le concept n’a rien d’original, mais le réalisateur use d’un scénario habile et intelligent, il réussit à nous plonger dans l’ambiance, dans l’intrigue et on reste scotché du début à la fin. A noter que les sujets sont bien exploités. La mise en scène est irréprochable et les acteurs avec notamment le grand Robert Carlyle, mais aussi Rose Byrne, Harold Perrineau ou encore Catherine McCormack sont convaincants dans leurs rôles."
"4,0","Sans dépasser le premier opus, 28 Weeks Later se révèle être particulièrement puissant, notamment grâce à quelques scènes très fortes aussi gores qu'émouvantes (l'introduction est à ce titre un très grand moment de cinéma), à une bande originale absolument magnifique, à une mise en scène nerveuse et à un aspect visuel apocalyptique dans la droite lignée du premier et des Fils De L'Homme d'Alfonso Cuaron.A noter aussi la prestation aussi humaine que bestiale de Robert Carlyle qui mérite amplement sa place dans la liste des meilleurs acteurs du moment mais là où 28 Weeks Later m'a un peu déçu, c'est dans son message d'espoir quelque peu malvenu mais son aspect anti-commercial relève haut le niveau.Un très bon film !"
"3,5",Suis je le seul a le trouver nettement moins bon que le premier??? il n'y a plus le message! plus la même originalité.... reste un simple film d'horreur efficace!
"3,0",dans l'ensemble ce film est une bonne suite.l'histoire est un peu différente ce qui est interessant et certains scènes sont angoissante.
"2,5","J'ai trouvé ce film moyen, je m'attendais à mieux qu'à un scenario aussi classique de contaminés pseudo mort-vivant qui cherchent juste a mangé de la chair humaine, de plus l'histoire principale ne présente aucun n'intêret apart la lassitude des bonheurs et malheurs familiaux. Certains plans sont mal filmés, alors que d'autres sont epoustouflant ( Londres est très jolie par vue aerienne ). Le son est assez mal dosé, on passe de la petite voie aux gros hurlements, à la longue ça devient insuportable, un point fort du film est sa musique exceptionnel et grandiose. Hélas, ce film reste ordinaire, il n'est pas indispensable."
"3,0","La suite du premier opus a énormément perdu en force en grande partie dû au fait que Danny Boyle n'en soit pas le réalisateur. Néanmoins, il reste convenable."
"4,0","Plus violent , plus court . Moins d'intensité , moins dramatique , que le premier . Mais beaucoup plus bourrin . Un très bon film"
"4,0","Haletant, flippant, le film va à toute vitesse avec parfois uen overdose de musique et camera à l'epaule et tremblante decidemment trop à la mode de nos jours. Il n'empeche on croit à cet réalité apocalyptique!"
